"Name","Ecol_f0","Ecol_f1","Ecol_f2","SS_f0","SS_f1","SS_f2","Ecol_f3","Ecol_f4","SS_f3","SS_f4","Ecol_f5","Ecol_f6","SS_f5","SS_f6","Ecol_f7","Ecol_f8","SS_f7","SS_f8","POINT_X","POINT_Y","LBP","Time","Site_centr","Site_cen_1","Fire","EVC","Aspect","CosAsp","CreekIndex","DEM","SinAsp","Slope","SoA","BIO01","BIO02","BIO03","BIO04","BIO05","BIO06","BIO07","BIO08","BIO09","BIO10","BIO11","BIO12","BIO13","BIO14","BIO15","BIO16","BIO17","BIO18","BIO19","max","mean","p10","p25","p50","p75","p90","S00","S05","S10","S15","S20","S25","S30","S35","S40","S45","S50","S55","S60","std","Pfc","OvCWavg","OvCWsum","OvHtavg","OvN08t10","OvN10t15","OvN15t20","OvN20t30","OvNum","CLdens","MsCover","MsNum","MsHtavg","liveWattle","DeadWattle","AllWattle","liveEucal","DeadEucal","shrub_CNT","MS_CNT","Top_CNT","FMZ","Logging","BIO01_250m","BIO02_250m","BIO03_250m","BIO04_250m","BIO05_250m","BIO06_250m","BIO07_250m","BIO08_250m","BIO09_250m","BIO10_250m","BIO11_250m","BIO12_250m","BIO13_250m","BIO14_250m","BIO15_250m","BIO16_250m","BIO17_250m","BIO18_250m","BIO19_250m","NEAR_FID","NEAR_DIST","block1k","block2k","block3k","block4k","block5k","block6k","block7k","block8k","block9k","block10k","block11k","block12k","block13k","block14k","block15k","HBT0t2","LBP_fold1k","LBP_fold2k","LBP_fold3k","LBP_fold4k","LBP_fold5k","LBP_fold6k","LBP_fold7k","LBP_fold8k","LBP_fold9k","LBP_fold10k","LBP_fold11k","LBP_fold12k","LBP_fold13k","LBP_fold14k","LBP_fold15k"
"S1-52-F",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420947,5835499,0,"2016_17",420947,5835499,1939,7,346.76,0.376353,6.2,1084.74,0.926476,7.04758,82.8712,9.34191,7.55685,38.1866,436.357,20.6498,0.861171,19.7886,4.49406,14.6366,14.6366,3.94902,1660.8,226.984,62.5659,35.8203,596.819,237.284,237.284,589.893,47.8551,33.143,11.9514,27.8211,37.5063,42.3932,44.9272,0.091723,0.015259,0.020007,0.034643,0.055315,0.079932,0.110264,0.181506,0.27394,0.131478,0.005933,0,0,12.7056,0.506926,9.6288,410.21,43.8757,30.5438,8.84135,0,0,42.6024,7.795,4.5,233,23.4317,0.5,0,0.5,46.5,2.5,1.75,0.75,2,1,1939,9.31562,7.44202,37.7632,436.351,20.5676,0.860614,19.707,4.46499,14.6077,14.6077,3.91933,1656.36,226.517,62.372,35.8658,595.717,236.496,236.496,589.063,133,1031.87256965,"420_5835","210_2917","140_1945","105_1458","84_1167","70_972","60_833","52_729","46_648","42_583","38_530","35_486","32_448","30_416","28_389",1,1,5,2,4,4,2,4,4,5,4,1,2,1,1,4
"S4-6-S",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,377446,5835309,0,"2016_17",377446,5835309,2009,7,176.223,0.95703,0,406.228,0.289989,26.0787,8.65485,13.1889,8.56029,43.7637,392.833,24.4948,4.93536,19.5594,8.94389,17.9603,17.9603,8.2929,1215.57,137.356,53.8366,25.6703,394.944,198.233,198.233,379.779,63.8796,31.5505,2.72072,4.67179,37.0984,53.4904,58.3062,0.319678,0.09618,0.009457,0.008232,0.010925,0.012131,0.013125,0.017815,0.030616,0.084671,0.152257,0.146199,0.075937,23.9917,0.421906,10.0377,504.006,58.7522,28.5078,27.7517,0.126002,0,50.2112,8.275,1.6,168,14.4001,0,0,0,31,3,3,0,1.5,8,0,13.2091,8.61339,43.8678,393.416,24.5318,4.89693,19.6349,8.95631,17.9843,17.9843,8.30789,1214.29,137.12,53.7822,25.6432,394.371,198.093,198.093,379.243,143,2650.19258653,"377_5835","188_2917","125_1945","94_1458","75_1167","62_972","53_833","47_729","41_648","37_583","34_530","31_486","29_448","26_416","25_389",0,4,1,5,3,3,5,5,5,3,2,2,5,1,3,5
"WWP3",0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,412923,5834833,1,"2014_16",412923,5834833,1939,7,91.3436,-0.971961,6.8,922.584,-0.235142,18.0056,43.896,10.3694,8.47039,41.3552,431.209,22.1614,1.67924,20.4822,5.66476,15.6051,15.6051,5.02365,1559.9,212.78,57.6163,36.364,568.063,219.792,219.792,564.278,42.887,22.0402,2.99118,10.4003,24.0539,33.4621,37.7705,0.223858,0.107821,0.037252,0.063141,0.094788,0.108172,0.110504,0.125497,0.08443,0.033875,0.010594,7.8e-05,0,13.497,0.565061,10.6802,380.258,43.8646,18.9281,11.7949,1.50677,0.034961,35.6041,6.59,17.45,226,21.7402,2.75,0.75,3.5,22,8,2.5,1.75,2,1,1939,10.4388,8.52849,41.6448,430.393,22.2604,1.78131,20.4791,5.74944,15.6669,15.6669,5.10741,1559.22,212.719,57.5829,36.3791,567.916,219.659,219.659,564.185,141,414.977731775,"412_5834","206_2917","137_1944","103_1458","82_1166","68_972","58_833","51_729","45_648","41_583","37_530","34_486","31_448","29_416","27_388",3,5,5,2,2,5,5,2,3,2,2,5,2,3,3,3
"AW1",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,386246.527769,5834149.11736,0,"2014_16",386253,5834330,2009,7,95.2072,0.574033,7.28,522.827,0.818832,6.6001,49.6998,11.6129,9.08464,43.9318,417.302,23.2998,2.62206,20.6778,7.13252,16.6875,16.6875,6.4526,1559.54,201.05,60.0281,33.0525,551.18,227.826,227.826,540.328,49.9066,23.343,2.21952,8.19887,25.7171,36.0768,42.0602,0.357387,0.075628,0.072638,0.061668,0.035224,0.015211,0.021699,0.037473,0.05316,0.083557,0.1035,0.057808,0.020505,16.1382,0.487662,12.2573,331.557,58.3844,4.24245,19.8559,3.57607,0,27.0497,4.8425,15.55,114,19.5957,0.25,0.875,1.125,6,1,2.75,1.75,1,1,1939,11.6106,9.11989,44.0677,417.223,23.3083,2.6131,20.6952,7.1338,16.6862,16.6862,6.45413,1563.25,201.65,60.0983,33.0868,552.605,228.239,228.239,541.793,151,2177.26415102,"386_5834","193_2917","128_1944","96_1458","77_1166","64_972","55_833","48_729","42_648","38_583","35_530","32_486","29_448","27_416","25_388",2,4,5,3,2,1,3,5,3,5,4,2,1,1,5,2
"WWP11",3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,413012.71335,5834427.8358,0,"2014_16",412969,5834462,1939,6,127.983,-0.680786,5.68,939.425,0.732483,9.98727,21.5538,10.0579,8.27247,40.3878,434.644,21.7496,1.26725,20.4823,5.29469,15.3295,15.3295,4.65865,1562.98,212.996,57.7907,36.271,568.572,220.47,220.47,564.486,42.6654,23.2142,3.9015,12.2797,25.0861,34.4911,38.4045,0.162687,0.058471,0.07072,0.149163,0.273128,0.195211,0.069857,0.019331,0.001435,0,0,0,0,13.0648,0.579505,10.3003,211.211,42.0423,12.2075,11.3831,0.645541,0.0936987,20.5052,5.0225,17.25,224,24.1076,6,1,7,35,2,1.75,2,2,1,1939,10.0117,8.25855,40.3382,435.071,21.6972,1.22395,20.4733,5.24315,15.2891,15.2891,4.60823,1563.49,213.02,57.8256,36.25,568.622,220.6,220.6,564.474,139,414.977731775,"413_5834","206_2917","137_1944","103_1458","82_1166","68_972","59_833","51_729","45_648","41_583","37_530","34_486","31_448","29_416","27_388",7,3,5,2,2,5,5,4,3,2,2,5,2,3,3,3
"S3-2-T",0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,411546.318771,5833799.6949,1,"2016_17",411547,5833799,1939,7,115.713,-0.864708,5.24,888.304,0.502276,23.5627,38.3612,10.1718,8.08829,40.1196,431.792,21.7163,1.55739,20.159,5.43712,15.4157,15.4157,4.82554,1535.76,207.812,56.9205,35.9571,557.52,217.215,217.215,553.011,47.8094,20.7667,2.2185,5.94111,20.4276,34.0494,40.3996,0.314385,0.097202,0.05569,0.068391,0.052507,0.048035,0.063603,0.093596,0.118657,0.065665,0.019734,0.002544,0,15.2749,0.654113,10.5155,413.047,50.0087,17.8923,19.2017,0,0,39.2798,7.825,16,174,21.1601,2.25,0.625,2.875,10.5,6,2.5,1.5,1.5,8,0,10.1478,7.96806,39.7726,431.403,21.6356,1.60156,20.034,5.41251,15.3875,15.3875,4.80497,1529.9,206.75,56.7502,35.8972,555.161,216.527,216.527,550.603,141,1595.26613505,"411_5833","205_2916","137_1944","102_1458","82_1166","68_972","58_833","51_729","45_648","41_583","37_530","34_486","31_448","29_416","27_388",1,5,4,2,2,5,5,2,3,2,2,5,2,3,3,3
"S4-1-Fo",0,2,0,0,0,0,0,0,0,0,2,2,1,0,3,1,0,0,375979.727041,5833101.38492,0,"2016_17",375980,5833101,2009,7,179.499,-0.909779,0,390.633,-0.415092,18.7886,12.1683,13.0808,8.60461,44.0818,390.39,24.4165,4.89877,19.5177,8.86845,17.8329,17.8329,8.23807,1178.88,129.969,52.8817,24.3031,375.553,195.844,195.844,361.089,56.6189,31.9461,2.71511,8.93292,40.839,47.9647,51.7602,0.260727,0.067329,0.007264,0.008088,0.010332,0.015084,0.041563,0.10489,0.146504,0.096461,0.094466,0.0865,0.04907,20.214,0.409907,10.7804,547.758,52.344,19.2855,25.4532,0.371897,0,50.8105,4.43,1.25,112,14.4588,0,0,0,27,4,3,0.5,2,8,0,13.089,8.70156,44.34,391.156,24.4622,4.83754,19.6246,8.86401,17.8487,17.8487,8.24165,1181.17,130.178,53.0529,24.2554,376.034,196.373,196.373,361.492,138,2650.19258653,"375_5833","187_2916","125_1944","93_1458","75_1166","62_972","53_833","46_729","41_648","37_583","34_530","31_486","28_448","26_416","25_388",2,3,3,3,5,3,5,5,5,3,2,2,5,5,3,2
"WWP4",0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,414289.031597,5833366.09185,1,"2014_16",414289,5833366,1939,7,3.7249,-0.834648,6.28,943.176,-0.550784,9.27038,82.8243,9.85188,8.41722,41.0717,435.903,21.5888,1.0975,20.4913,5.04773,15.1451,15.1451,4.4804,1566.99,213.047,58.3269,35.9763,568.039,222.078,222.078,563.266,46.8556,26.9974,2.27058,12.9756,31.9963,40.3691,43.3578,0.217431,0.044452,0.039836,0.055052,0.047359,0.048983,0.077855,0.140024,0.213776,0.111769,0.00345,0,0,15.7224,0.592222,9.95426,431.902,49.2953,27.707,16.6197,0.810499,0,43.3886,7.2925,10.95,195,18.5557,4.875,0.5,5.375,53,22,1.75,1.5,1.75,1,1939,9.80103,8.42613,41.089,436.506,21.5427,1.03566,20.507,4.99044,15.1021,15.1021,4.4237,1567.75,213.117,58.374,35.9573,568.176,222.245,222.245,563.342,146,591.740241238,"414_5833","207_2916","138_1944","103_1458","82_1166","69_972","59_833","51_729","46_648","41_583","37_530","34_486","31_448","29_416","27_388",1,2,4,3,2,5,5,4,3,5,2,5,2,3,3,3
"S3-4-F",4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,390909,5832898,0,"2016_17",390909,5832898,2009,7,205.144,-0.589553,0,1101.28,-0.80773,6.65297,18.7664,9.21008,6.53712,35.0982,439.113,19.9471,1.32323,18.6239,4.35919,14.5444,14.5444,3.82611,1730.95,231.277,63.3197,35.2135,620.703,245.425,245.425,612.629,41.4762,27.0159,6.74238,17.1037,32.6296,36.3881,38.4553,0.163246,0.048289,0.035077,0.022168,0.065362,0.154569,0.201214,0.099251,0.107732,0.088381,0.014717,0,0,12.4679,0.407142,10.1472,407.812,38.9857,22.1717,22.1578,0.782673,0,40.1896,2.8625,21.7,297,29.812,6.25,1.125,7.375,44,3.5,2,2,2,8,0,9.20177,6.43132,34.7358,438.711,19.8908,1.37592,18.5149,4.3505,14.5313,14.5313,3.82146,1735.29,232.035,63.4225,35.2635,622.435,245.891,245.891,614.45,152,1741.51457071,"390_5832","195_2916","130_1944","97_1458","78_1166","65_972","55_833","48_729","43_648","39_583","35_530","32_486","30_448","27_416","26_388",5,5,5,3,1,3,2,5,3,2,2,2,1,2,5,2
"WWP12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414804.814177,5833076.04902,1,"2014_16",414859,5833143,1939,7,337.234,-0.468236,7.6,967.956,-0.883604,7.44904,82.6605,9.65664,8.30159,40.5974,437.655,21.339,0.892537,20.4465,4.84531,14.9861,14.9861,4.2665,1574.3,214.064,58.6952,35.9152,570.091,223.381,223.381,565.048,42.4974,22.4987,2.28212,10.214,25.5983,33.7556,38.174,0.220883,0.06703,0.063094,0.070858,0.082565,0.083225,0.120873,0.192372,0.089343,0.00792,0.001845,0,0,13.566,0.587416,9.77068,312.896,42.6362,20.8159,9.17973,1.14732,0,32.024,6.165,14.75,211,21.1008,2.75,0.25,3,14.25,8,2.25,1.5,1,1,1939,9.65879,8.2026,40.3299,437.008,21.2921,0.953352,20.3388,4.85037,14.9806,14.9806,4.27488,1574.51,214.058,58.7109,35.9024,570.085,223.443,223.443,565.004,144,591.740241238,"414_5833","207_2916","138_1944","103_1458","82_1166","69_972","59_833","51_729","46_648","41_583","37_530","34_486","31_448","29_416","27_388",1,2,4,3,2,5,5,4,3,5,2,5,2,3,3,3
"WWP14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419090.539454,5832896.15598,0,"2014_16",419098,5832913,1939,7,53.3894,-0.999844,0,1061.51,0.0176623,34.8084,13.7463,9.31583,7.52846,38.2932,436.593,20.5698,0.91096,19.6588,4.49058,14.6206,14.6206,3.91262,1636.06,223.027,61.631,35.6653,588.309,233.852,233.852,581.333,40.5619,23.8227,3.31362,12.5869,29.2003,33.5265,36.032,0.188907,0.090454,0.017516,0.044164,0.073548,0.119881,0.200996,0.208801,0.053113,0.00262,7e-06,0,0,12.6927,0.406305,9.83853,552.179,45.3978,34.0175,22.2999,0,0,56.1242,4.2875,10.5,260,19.0092,0.625,0,0.625,29.5,3.5,1.75,0.25,2.25,1,1939,9.24917,7.45348,38.0603,436.761,20.4641,0.880809,19.5833,4.41819,14.5569,14.5569,3.84462,1640.28,223.529,61.8177,35.6312,589.433,234.584,234.584,582.236,149,507.60915966,"419_5832","209_2916","139_1944","104_1458","83_1166","69_972","59_833","52_729","46_648","41_583","38_530","34_486","32_448","29_416","27_388",0,3,1,5,3,3,5,4,4,5,2,1,2,1,3,3
"WWP6",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,419328.29093,5832206.51318,1,"2014_16",419328,5832207,1939,7,333.911,0.619798,7.88,1054.27,0.784762,5.57112,27.9764,9.12144,7.94511,39.5343,439.603,20.5592,0.462937,20.0962,4.27923,14.4657,14.4657,3.69555,1651.83,224.746,62.3533,35.4962,592.223,236.706,236.706,584.259,51.4055,32.4867,4.0202,15.4353,41.7291,47.0524,48.873,0.172199,0.073201,0.065602,0.020456,0.007379,0.008158,0.008636,0.026109,0.179098,0.372564,0.066564,3.1e-05,0,18.5404,0.417061,9.59825,494.97,49.2141,37.5778,9.00039,0,0,51.5688,5.7375,10,223,14.9655,3.1875,0.5,3.6875,34,8.75,1.75,1.25,1.75,1,1939,9.1073,7.9798,39.6165,440.149,20.5592,0.416536,20.1426,4.26423,14.4597,14.4597,3.67592,1653.21,224.9,62.4161,35.4831,592.571,236.953,236.953,584.524,149,362.947920615,"419_5832","209_2916","139_1944","104_1458","83_1166","69_972","59_833","52_729","46_648","41_583","38_530","34_486","32_448","29_416","27_388",0,3,1,5,3,3,5,4,4,5,2,1,2,1,3,3
"WWP15",1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,419017.421708,5832393.84049,0,"2014_16",419008,5832397,1939,7,214.427,0.697331,10.2,1037.84,0.716749,14.7968,42.0174,9.26289,7.93186,39.6131,436.883,20.7098,0.687739,20.0221,4.42979,14.5643,14.5643,3.86456,1642.13,223.563,61.9264,35.5606,589.592,235.04,235.04,582.106,50.6051,29.7084,5.33377,14.7013,35.8411,42.4374,46.6678,0.12818,0.079773,0.107132,0.092615,0.016997,0.013831,0.024678,0.060482,0.174388,0.242075,0.059232,0.000623,0,16.3107,0.406093,9.41718,486.031,50.8289,38.823,17.8483,0,0,51.6111,6.04,20.35,302,17.0628,5,0.625,5.625,44.5,3.5,1.25,2.5,2.25,1,1939,9.24401,8.07821,40.0187,438.12,20.7664,0.580332,20.1861,4.40368,14.5604,14.5604,3.8334,1638.06,223.108,61.737,35.6022,588.573,234.304,234.304,581.332,148,362.947920615,"419_5832","209_2916","139_1944","104_1458","83_1166","69_972","59_833","52_729","46_648","41_583","38_530","34_486","32_448","29_416","27_388",1,3,1,5,3,3,5,4,4,5,2,1,2,1,3,3
"S1-30-T",0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,426418.867708,5831634.94581,0,"2016_17",426419,5831635,1939,7,155.651,0.141233,6.48,1020.21,-0.989976,19.1441,39.5159,9.43444,7.68511,39.2618,431.098,20.6816,1.10858,19.5731,4.67992,14.7242,14.7242,4.13141,1645.43,222.091,63.812,34.7064,583.264,239.767,239.767,573.449,48.6535,34.5698,10.7419,29.8732,39.7094,43.5451,45.5347,0.142343,0.011756,0.013786,0.016001,0.021121,0.030296,0.0686,0.197551,0.248572,0.16871,0.075048,0.006222,0,13.898,0.478783,9.15711,405.887,45.6248,38.1221,12.4205,0.0562668,0,44.3248,6.465,5.1,155,15.9918,0,0,0,49.5,1.75,1,0.75,2,10,1939,9.34535,7.61255,39.0237,431.713,20.5591,1.05156,19.5075,4.58035,14.6436,14.6436,4.03623,1648.01,222.433,63.8928,34.7099,584.086,240.134,240.134,574.18,157,2611.48847851,"426_5831","213_2915","142_1943","106_1457","85_1166","71_971","60_833","53_728","47_647","42_583","38_530","35_485","32_448","30_416","28_388",0,5,3,1,3,2,1,4,5,3,4,1,5,1,1,4
"S4-2-T",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,385452,5832122,1,"2016_17",385452,5832122,2009,7,228.823,-0.871011,4.12,806.966,0.491264,10.2607,16.237,10.4531,7.72877,39.6057,426.495,21.6154,2.10851,19.5069,5.79826,15.6404,15.6404,5.1852,1612.28,208.425,61.4996,33.1395,569.013,234.991,234.991,558.066,52.2408,27.8342,4.50875,15.3925,30.9472,39.8289,45.1368,0.275977,0.068792,0.055726,0.053731,0.043668,0.020987,0.028902,0.048422,0.064223,0.096535,0.126069,0.091557,0.023968,15.6289,0.4317,11.4776,412.246,59.6626,12.9304,23.0705,1.12308,0,35.9174,6.595,9.85,170,18.89,5.625,5.625,11.25,30,5,2.25,1.5,1.75,8,0,10.4288,7.91435,40.2774,426.822,21.6647,2.01508,19.6496,5.77891,15.6201,15.6201,5.16434,1614.84,208.81,61.5637,33.1538,569.935,235.31,235.31,559.008,140,2177.26415102,"385_5832","192_2916","128_1944","96_1458","77_1166","64_972","55_833","48_729","42_648","38_583","35_530","32_486","29_448","27_416","25_388",0,2,4,3,2,1,3,5,3,5,4,2,1,1,5,2
"S3-7-T",0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,390346,5831250,0,"2016_17",390346,5831250,1939,7,247.594,-0.829847,0,853.753,0.557991,24.426,18.0999,10.296,7.3028,38.1819,429.276,21.2935,2.16802,19.1254,5.59395,15.5379,15.5379,5.05338,1676.08,221.439,62.1387,34.4919,598.189,239.808,239.808,588.749,40.0804,18.7415,2.73755,8.52709,19.6875,28.0114,32.9,0.348177,0.101686,0.081732,0.055225,0.066679,0.076784,0.052747,0.04657,0.059089,0.063127,0.040708,0.007455,1.7e-05,11.7262,0.45185,10.8995,456.832,55.7021,16.1249,12.6603,2.61187,0,41.913,5.62,28.4,169,25.2257,7,2.75,9.75,25.5,3,1.75,2.25,1.75,8,0,10.3365,7.36027,38.3436,428.876,21.3568,2.16123,19.1955,5.63854,15.5772,15.5772,5.09923,1678.76,221.892,62.2016,34.5207,599.252,240.103,240.103,589.88,145,1741.51457071,"390_5831","195_2915","130_1943","97_1457","78_1166","65_971","55_833","48_728","43_647","39_583","35_530","32_485","30_448","27_416","26_388",0,5,4,4,5,3,5,5,5,2,2,2,4,2,5,2
"WWP5",2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,417155.71541,5831364.60852,0,"2014_16",417156,5831365,1939,7,303.309,-0.14497,5.04,972.698,0.989436,20.4666,27.8242,9.69505,7.28669,37.8618,427.237,20.8199,1.57546,19.2444,4.94384,14.8806,14.8806,4.40755,1610,218.565,60.5985,35.5041,579.134,230.146,230.146,572.278,41.0578,22.9806,2.55549,10.1848,27.3976,34.1175,37.3601,0.221833,0.049457,0.053404,0.065241,0.084304,0.10262,0.148416,0.18206,0.090364,0.002307,0,0,0,13.3139,0.578906,9.95505,327.266,42.3478,20.7973,10.589,0.205772,0,32.8743,5.0575,20.85,269,22.0905,1.125,0.375,1.5,39.5,3,2.25,1,1.5,1,1939,9.70234,7.23347,37.7018,426.836,20.8009,1.61487,19.186,4.95326,14.883,14.883,4.41872,1610.46,218.636,60.6196,35.504,579.277,230.219,230.219,572.41,158,1599.19295713,"417_5831","208_2915","139_1943","104_1457","83_1166","69_971","59_833","52_728","46_647","41_583","37_530","34_485","32_448","29_416","27_388",2,5,3,2,4,3,5,4,3,5,2,5,4,1,3,3
"S4-8-T",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396542,5831513,0,"2016_17",396542,5831513,2009,7,256.578,0.512567,7.6,420.825,-0.858648,18.2307,10.685,12.4643,10.0174,46.6008,410.71,24.657,3.16516,21.4918,8.0925,17.4397,17.4397,7.3787,1350.57,168.535,54.3299,31.2693,470.014,202.487,202.487,456.393,34.4266,11.4605,2.05437,3.83716,9.79775,17.6553,24.3543,0.502028,0.136093,0.091211,0.062279,0.050364,0.041456,0.03369,0.031122,0.027627,0.016077,0.00505,0.001759,0.001241,9.23676,0.471494,11.4344,95.9793,44.1596,2.04654,7.19534,0.205119,0,8.39392,4.5925,20.2,144,21.6343,0,0,0,0,0,2.5,1,0,8,0,12.4643,10.3383,47.3713,411.685,24.8009,2.97696,21.824,8.10632,17.4632,17.4632,7.37936,1346.82,167.742,54.314,31.1476,468.113,202.28,202.28,454.279,156,3792.5243572,"396_5831","198_2915","132_1943","99_1457","79_1166","66_971","56_833","49_728","44_647","39_583","36_530","33_485","30_448","28_416","26_388",2,2,1,4,3,4,1,2,2,2,2,2,5,2,4,2
"S3-2-Fi",0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,388451.881489,5830838.8136,0,"2016_17",388452,5830838,1939,7,300.826,0.720294,4.68,643.773,-0.693669,13.8048,15.2252,11.1328,8.45635,42.2299,420.277,22.5396,2.52685,20.0127,6.6044,16.2572,16.2572,5.95864,1642.95,214.568,61.7701,33.7684,582.878,237.32,237.32,572.344,53.2591,25.7068,2.36527,6.73,30.1047,40.0053,45.8894,0.291804,0.085124,0.059105,0.05463,0.04629,0.027045,0.034208,0.048291,0.063726,0.092917,0.117747,0.060922,0.014948,17.4697,0.440733,11.3593,507.115,55.9325,13.6778,24.525,2.04656,0,44.6431,5.6125,15.25,135,20.8609,1,0.25,1.25,25.5,1.5,3,1,1.5,8,0,11.0857,8.04681,41.0401,419.344,22.3222,2.71497,19.6072,6.55249,16.2006,16.2006,5.91696,1642.26,214.41,61.7667,33.746,582.51,237.289,237.289,571.903,160,1276.36628361,"388_5830","194_2915","129_1943","97_1457","77_1166","64_971","55_832","48_728","43_647","38_583","35_530","32_485","29_448","27_416","25_388",4,5,3,1,5,1,5,4,5,2,4,2,4,1,5,2
"S4-3-Fi",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,392802,5830884,0,"2016_17",392802,5830884,2009,7,36.069,-0.0593072,0,670.465,-0.99824,10.906,5.391,11.6487,8.55089,42.5483,415.477,23.1448,3.04824,20.0965,7.17817,16.683,16.683,6.51115,1571.32,204.517,59.4947,33.645,558.255,227.408,227.408,547.268,50.1245,19.7218,1.43242,3.70852,19.3189,31.6918,41.0375,0.490417,0.07749,0.0119,0.00761,0.011642,0.021483,0.040738,0.070756,0.088706,0.088115,0.064722,0.022823,0.003586,16.6138,0.456903,12.4335,337.475,56.4539,5.14292,15.7077,5.45717,0.160233,27.1424,6.1075,3.2,85,15.1637,0,0.375,0.375,10.5,2.5,2.3333,0.6667,1.6667,8,0,11.597,8.59733,42.6389,416.467,23.111,2.94787,20.1631,7.11745,16.6403,16.6403,6.44996,1570.25,204.265,59.4925,33.6107,557.695,227.357,227.357,546.638,152,2483.12142273,"392_5830","196_2915","130_1943","98_1457","78_1166","65_971","56_832","49_728","43_647","39_583","35_530","32_485","30_448","28_416","26_388",1,5,5,4,1,3,5,1,2,2,2,2,4,2,4,2
"S1-50-F",1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,424506,5829857.07934,0,"2016_17",424506,5829857,1939,7,153.689,-0.969186,0.36,1091.1,0.24633,6.83249,48.9892,9.81215,8.40705,41.3348,432.669,21.3959,1.05914,20.3368,5.07843,15.128,15.128,4.48279,1688.18,227.065,65.1332,34.5694,595.919,246.206,246.206,583.608,49.274,34.7615,3.11766,28.3025,42.7371,45.6834,47.2108,0.167827,0.00932,0.009134,0.012399,0.017667,0.027708,0.044739,0.086069,0.296142,0.3211,0.007901,0,0,16.236,0.481627,9.40138,398.378,50.3362,29.5727,9.3057,0,0,42.3744,7.1925,0,147,12.1898,0,0,0,76.5,8,1,0.25,2,1,1939,9.80111,8.45673,41.4622,433.238,21.4098,1.01351,20.3963,5.05871,15.1243,15.1243,4.46602,1686.23,226.789,65.0796,34.5594,595.253,245.952,245.952,582.989,161,543.391182001,"424_5829","212_2914","141_1943","106_1457","84_1165","70_971","60_832","53_728","47_647","42_582","38_529","35_485","32_448","30_416","28_388",1,4,2,1,3,5,3,3,5,3,2,1,5,1,1,4
"S3-10-T",0,0,0,0,3,1,0,0,0,0,0,1,0,0,1,0,0,0,416933,5829781,1,"2016_17",416933,5829781,1939,7,79.907,-0.202218,10.88,981.821,-0.97934,4.62437,75.5532,9.77208,7.42879,38.4192,425.725,20.921,1.58557,19.3354,5.07484,14.9622,14.9622,4.50811,1573.96,211.918,59.6679,35.0417,564.366,226.157,226.157,557.273,47.2218,19.6817,2.23129,6.73847,20.6546,30.8186,36.702,0.363504,0.057867,0.078367,0.076294,0.048605,0.037661,0.048362,0.092596,0.110263,0.064967,0.012942,0.004564,0.003466,13.9212,0.546736,10.0913,419.506,45.8272,20.7763,22.2045,0.166024,0,41.5709,5.1775,17.8,174,20.4395,0.375,0.5,0.875,9,3,2.25,1.5,1,8,0,9.83334,7.47344,38.5888,425.062,21.0013,1.63444,19.3669,5.14799,15.016,15.016,4.57802,1572.66,211.672,59.6431,35.0208,563.803,226.033,226.033,556.696,153,1599.19295713,"416_5829","208_2914","138_1943","104_1457","83_1165","69_971","59_832","52_728","46_647","41_582","37_529","34_485","32_448","29_416","27_388",4,2,5,3,4,1,5,1,3,5,4,5,4,1,3,3
