"Name","Ecol_f0","Ecol_f1","Ecol_f2","SS_f0","SS_f1","SS_f2","Ecol_f3","Ecol_f4","SS_f3","SS_f4","Ecol_f5","Ecol_f6","SS_f5","SS_f6","Ecol_f7","Ecol_f8","SS_f7","SS_f8","POINT_X","POINT_Y","LBP","Time","Site_centr","Site_cen_1","Fire","EVC","Aspect","CosAsp","CreekIndex","DEM","SinAsp","Slope","SoA","BIO01","BIO02","BIO03","BIO04","BIO05","BIO06","BIO07","BIO08","BIO09","BIO10","BIO11","BIO12","BIO13","BIO14","BIO15","BIO16","BIO17","BIO18","BIO19","max","mean","p10","p25","p50","p75","p90","S00","S05","S10","S15","S20","S25","S30","S35","S40","S45","S50","S55","S60","std","Pfc","OvCWavg","OvCWsum","OvHtavg","OvN08t10","OvN10t15","OvN15t20","OvN20t30","OvNum","CLdens","MsCover","MsNum","MsHtavg","liveWattle","DeadWattle","AllWattle","liveEucal","DeadEucal","shrub_CNT","MS_CNT","Top_CNT","FMZ","Logging","BIO01_250m","BIO02_250m","BIO03_250m","BIO04_250m","BIO05_250m","BIO06_250m","BIO07_250m","BIO08_250m","BIO09_250m","BIO10_250m","BIO11_250m","BIO12_250m","BIO13_250m","BIO14_250m","BIO15_250m","BIO16_250m","BIO17_250m","BIO18_250m","BIO19_250m","NEAR_FID","NEAR_DIST","block1k","block2k","block3k","block4k","block5k","block6k","block7k","block8k","block9k","block10k","block11k","block12k","block13k","block14k","block15k","HBT0t2","LBP_fold1k","LBP_fold2k","LBP_fold3k","LBP_fold4k","LBP_fold5k","LBP_fold6k","LBP_fold7k","LBP_fold8k","LBP_fold9k","LBP_fold10k","LBP_fold11k","LBP_fold12k","LBP_fold13k","LBP_fold14k","LBP_fold15k"
"Feig1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,385774.882368,5838223.21646,0,"2014_16",385775,5838223,2009,7,271.757,-0.00876611,3.96,445.556,0.999962,4.14874,23.0134,12.2185,10.2196,47.0432,414.945,24.5224,2.79952,21.7229,7.75718,17.2475,17.2475,7.096,1421.59,178.673,57.6475,31.7665,497.99,212.422,212.422,485.683,37.8185,19.5253,4.33581,12.8012,21.2581,26.858,30.8639,0.154625,0.085269,0.095088,0.201445,0.180922,0.138172,0.071439,0.016675,0.008014,0.008308,0.014177,0.01457,0.009705,9.67337,0.421277,9.65561,290.458,37.6478,21.0338,8.24753,0,0,30.0818,5.1625,53.25,323,28.2445,13.75,3.125,16.875,10.75,2,2.5,2.75,2,1,1995,12.2086,10.2778,47.1773,415.348,24.5394,2.75394,21.7855,7.74519,17.2424,17.2424,7.08254,1424.96,179.258,57.6875,31.8131,499.368,212.759,212.759,487.125,121,407.884150809,"385_5838","192_2919","128_1946","96_1459","77_1167","64_973","55_834","48_729","42_648","38_583","35_530","32_486","29_449","27_417","25_389",0,1,5,2,4,4,4,3,3,5,4,2,1,4,1,5
"S2-9-F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,398513.162688,5838325.61997,0,"2016_17",398513,5838326,2009,7,78.6139,-0.997255,7.88,838.512,-0.0740456,5.65203,62.4601,10.5606,8.04151,40.1752,433.86,22.2539,2.23975,20.0142,5.84816,15.8336,15.8336,5.20042,1526.71,205.966,55.6149,36.4377,558.562,213.537,213.537,554.29,24.2606,8.45876,3.38408,6.14491,8.53433,10.4118,12.5429,0.169479,0.34961,0.447321,0.013068,0.002121,0.002597,0.002834,0.002601,0.002625,0.002361,0.002958,0.001852,0.000524,4.18197,0.37026,0,0,0,0,0,0,0,0,5.2025,49.4,414,14.2557,20,0.5,20.5,17,15,3,3,1,1,2009,10.7509,7.874,39.7866,432.219,22.376,2.58541,19.7906,6.03151,15.9996,15.9996,5.40178,1522.27,205.254,55.5008,36.4121,556.845,213.006,213.006,552.552,109,1398.55263909,"398_5838","199_2919","132_1946","99_1459","79_1167","66_973","56_834","49_729","44_648","39_583","36_530","33_486","30_449","28_417","26_389",0,5,3,1,4,1,5,5,5,4,2,2,5,5,2,1
"WWP8",2,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,411039.632932,5838003.30935,0,"2014_16",411021,5838035,1939,7,87.5594,0.919015,10.28,922.993,-0.394223,20.9663,35.401,10.3383,8.12377,39.9611,435.358,22.0497,1.73018,20.3195,5.56636,15.614,15.614,4.94169,1523.66,208.772,55.6339,37.0944,559.812,212.546,212.546,558.228,34.8253,19.6459,3.85009,12.8492,21.7925,27.4171,30.6704,0.160805,0.075179,0.087833,0.104529,0.193626,0.216226,0.112876,0.038441,0.010028,0.000453,0,0,0,9.81107,0.579966,9.57056,230.781,36.5817,17.0928,8.51979,0,0,24.1136,5.0925,32.45,246,27.2643,4,0,4,23.5,3,0.5,0.25,1.5,1,0,10.1591,7.81818,38.9955,435.547,21.7245,1.67551,20.049,5.35861,15.4437,15.4437,4.76364,1524.45,208.816,55.6648,37.0699,559.967,212.698,212.698,558.293,118,513.747346662,"411_5838","205_2919","137_1946","102_1459","82_1167","68_973","58_834","51_729","45_648","41_583","37_530","34_486","31_449","29_417","27_389",9,3,1,1,5,4,3,3,3,2,2,5,2,5,4,5
"WWP7",1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410901.818148,5838498.22694,1,"2014_16",410955,5838464,1939,7,134.641,-0.901475,8.6,933.854,0.43283,9.18139,62.1087,10.1525,7.71843,38.6783,435.456,21.6782,1.72575,19.9525,5.34879,15.4362,15.4362,4.7571,1519.06,208.25,55.396,37.1846,558.708,211.658,211.658,557.385,31.1905,16.7903,3.74167,9.62627,18.1795,24.0797,27.3953,0.22077,0.055358,0.098016,0.170759,0.225428,0.168573,0.053443,0.007662,0,0,0,0,0,9.00878,0.580164,10.2779,97.718,35.3772,4.55843,5.77872,0,0,9.5076,3.64,43.4,247,26.9479,4.625,0.5,5.125,11.5,3,1.75,1.75,1,1,0,10.2519,7.87844,39.1717,435.306,21.8549,1.74231,20.1126,5.45693,15.5324,15.5324,4.85807,1518.94,208.28,55.3909,37.1994,558.738,211.618,211.618,557.466,112,334.30723763,"410_5838","205_2919","136_1946","102_1459","82_1167","68_973","58_834","51_729","45_648","41_583","37_530","34_486","31_449","29_417","27_389",4,1,1,4,5,4,3,3,3,2,2,5,2,5,4,5
"S1-10-S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429940,5838383.92189,0,"2016_17",429940,5838384,2007,7,46.7356,-0.925558,5.12,1147.03,0.378607,22.031,31.3536,8.87447,7.46528,37.9637,440.943,20.1087,0.446593,19.6621,3.98227,14.2572,14.2572,3.44979,1631.1,221.123,63.3291,35.1289,580.661,236.794,236.794,573.872,42.6023,22.2653,1.15177,8.57913,26.3873,34.0757,37.497,0.345979,0.017661,0.030238,0.030628,0.037021,0.073729,0.142191,0.153067,0.114942,0.050347,0.004194,0,0,14.5085,0.489335,11.0966,425.921,45.5951,15.1879,23.4197,0.851612,0,38.383,5.0375,11.5,137,25.1455,0.25,1.5,1.75,27.5,2.5,2.25,1,1.5,12,0,8.83909,7.41694,37.8248,440.751,20.0451,0.436485,19.6086,3.94588,14.2172,14.2172,3.41551,1633.44,221.398,63.3991,35.1249,581.372,237.127,237.127,574.497,122,693.206563175,"429_5838","214_2919","143_1946","107_1459","85_1167","71_973","61_834","53_729","47_648","42_583","39_530","35_486","33_449","30_417","28_389",0,4,1,2,2,3,1,4,3,2,4,4,2,3,4,4
"S1-80-S",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,421927,5837623,0,"2016_17",421927,5837623,1939,7,322.493,-0.461543,5.52,1128.12,0.887118,7.30991,62.0373,9.65063,8.14367,39.5606,439.875,21.2891,0.753681,20.5354,4.77647,14.9807,14.9807,4.20633,1646.33,225.837,61.9543,36.1112,593.811,234.485,234.485,588.474,23.7472,9.81096,2.1693,4.51793,9.87323,14.5884,17.4101,0.435228,0.163905,0.160333,0.138874,0.023155,0.015993,0.025407,0.02726,0.008687,0.001145,0,0,1e-06,5.99881,0.419192,11.694,15.8327,43.8328,0.211445,3.64732,0.879122,0,1.35391,3.2425,52.85,271,22.0652,3.75,0,3.75,11.75,0,3,2.25,1.75,1,2002,9.42698,7.26817,37.059,436.889,20.6306,1.01823,19.6124,4.54649,14.7245,14.7245,4.0117,1652.82,226.521,62.2257,36.0429,595.457,235.61,235.61,589.736,133,2185.73214278,"421_5837","210_2918","140_1945","105_1459","84_1167","70_972","60_833","52_729","46_648","42_583","38_530","35_486","32_449","30_416","28_389",0,2,2,2,3,4,2,4,4,5,4,1,2,1,1,4
"Feig2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,385652.885106,5837834.00425,1,"2014_16",385653,5837834,2009,7,290.729,-0.131545,0,449.025,0.99131,4.43246,2.66652,12.2109,9.92887,46.3834,413.08,24.3712,2.96528,21.4059,7.75931,17.2187,17.2187,7.10588,1427.16,179.277,57.8807,31.6886,499.47,213.425,213.425,486.949,40.944,22.5209,7.06422,15.0979,24.6023,30.5235,34.4149,0.122365,0.083128,0.100226,0.163866,0.18467,0.14533,0.047437,0.015683,0.022767,0.02492,0.033676,0.032851,0.018467,10.4233,0.478045,10.0294,378.091,60.6324,19.5028,8.93796,0.0784028,0,37.6981,4.5375,49.85,302,28.1451,13.25,3.75,17,22.5,0,2.25,2.75,2,1,1995,12.2264,9.97669,46.5029,413.161,24.4078,2.9539,21.4539,7.77562,17.2348,17.2348,7.12093,1418.76,177.718,57.8279,31.5299,495.812,212.708,212.708,483.043,115,407.884150809,"385_5837","192_2918","128_1945","96_1459","77_1167","64_972","55_833","48_729","42_648","38_583","35_530","32_486","29_449","27_416","25_389",1,5,5,4,4,4,3,5,3,5,4,2,1,4,5,5
"S1-97-F",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,430313.778665,5837800.11983,0,"2016_17",430314,5837800,1939,7,133.71,-0.190671,2.32,1123.72,0.981654,22.4816,17.4669,9.11944,8.10803,39.9782,440.671,20.6773,0.40343,20.2739,4.24888,14.5122,14.5122,3.72912,1608.59,218.469,62.6528,35.1732,573.836,233.579,233.579,567.902,48.39,29.7499,3.18218,19.8795,36.4482,41.1376,43.832,0.213524,0.028508,0.015812,0.022903,0.025856,0.036569,0.066617,0.179179,0.292804,0.112595,0.005608,0,2e-06,15.6285,0.461219,9.99391,506.936,43.6649,31.0435,20.7425,0,0,50.7245,4.875,9.7,190,24.7813,1.25,0,1.25,44,5.125,1.25,1,2,1,1939,9.22888,8.43796,40.928,441.451,20.9508,0.334247,20.6166,4.3646,14.6295,14.6295,3.83158,1604.81,218.009,62.5463,35.1805,572.667,233.049,233.049,566.898,119,693.206563175,"430_5837","215_2918","143_1945","107_1459","86_1167","71_972","61_833","53_729","47_648","43_583","39_530","35_486","33_449","30_416","28_389",0,5,2,1,2,3,5,3,3,2,5,4,2,3,1,4
"S3-8-S",0,0,0,0,0,2,0,0,0,0,1,0,2,2,0,0,0,0,406812.502733,5837445.26873,0,"2016_17",406812,5837444,1939,7,173.608,-0.681947,6.52,636.677,-0.731402,8.32329,53.7527,11.8337,8.90064,42.4164,423.386,23.7849,2.80355,20.9813,7.23373,16.9592,16.9592,6.56304,1363,178.727,51.8669,34.7168,490.532,195.857,195.857,485.649,55.9105,30.963,4.28916,11.3619,36.9619,47.1035,51.3999,0.224002,0.08041,0.024073,0.015444,0.027054,0.050949,0.075373,0.08696,0.087467,0.07498,0.106911,0.105072,0.038651,19.0901,0.42376,10.1581,546.6,58.5182,28.2045,23.0564,0.60527,0,53.8094,6.5675,6.55,273,18.5993,1.25,0,1.25,55.5,6,2.5,1.75,2,8,0,11.9139,8.96472,42.6315,422.401,23.8787,2.85023,21.0284,7.3254,17.0259,17.0259,6.65386,1358,177.743,51.7895,34.5963,488.144,195.451,195.451,483.097,118,4222.7031109,"406_5837","203_2918","135_1945","101_1459","81_1167","67_972","58_833","50_729","45_648","40_583","36_530","33_486","31_449","29_416","27_389",2,3,3,4,1,1,1,2,2,2,1,2,5,5,3,5
"S1-16-T",0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,437797,5837883,0,"2016_17",437797,5837883,1939,7,130.646,0.266415,0,816.93,-0.963858,21.3708,19.9002,10.5159,9.46113,43.7949,433.807,22.7369,1.13904,21.5978,5.14368,15.7847,15.7857,5.14368,1407.62,189.273,58.3522,34.4186,502.999,209.29,214.12,502.999,49.1245,25.2864,3.19907,12.5493,28.222,37.6644,42.7601,0.243748,0.157991,0.049598,0.058172,0.094156,0.101905,0.069414,0.05005,0.039258,0.043943,0.045748,0.031959,0.011455,15.3173,0.413231,11.5496,438.526,47.2085,10.9492,21.8654,1.92552,0,37.969,5.715,20.15,203,22.9178,4.125,0.125,4.25,11,1.5,2.75,1.75,1.25,1,1939,10.5024,9.33843,43.4931,433.354,22.6668,1.19573,21.4711,5.13401,15.7663,15.7663,5.13401,1408.63,189.4,58.4,34.4127,503.261,209.461,209.461,503.261,114,1590.46696173,"437_5837","218_2918","145_1945","109_1459","87_1167","72_972","62_833","54_729","48_648","43_583","39_530","36_486","33_449","31_416","29_389",12,2,1,3,3,4,5,5,2,1,5,4,2,3,1,4
"WWP2",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411507.889373,5837367.06404,1,"2014_16",411508,5837367,1939,7,16.9915,-0.283317,1.12,853.094,-0.959026,31.1226,13.7479,10.542,8.25878,40.5892,431.992,22.2949,1.95185,20.343,5.83367,15.7809,15.7809,5.18281,1531.56,209.66,56.0558,36.935,561.657,214.101,214.101,559.614,28.1237,16.8331,5.92554,12.3647,18.4697,22.2467,24.6107,0.136736,0.065761,0.113342,0.290447,0.285107,0.081998,0.021771,0.003649,0.000933,0.000257,0,0,0,7.14736,0.631058,9.73743,4.53012,39.3943,0.463011,0.684865,0,0,0.465228,3.5825,37.35,196,24.9328,0.375,0,0.375,43,5,1.25,0.5,2.75,1,1939,10.5392,8.20369,40.4349,431.877,22.2694,1.9807,20.2887,5.83018,15.7769,15.7769,5.18051,1531.19,209.623,56.0271,36.9473,561.604,214.008,214.008,559.588,127,571.398100202,"411_5837","205_2918","137_1945","102_1459","82_1167","68_972","58_833","51_729","45_648","41_583","37_530","34_486","31_449","29_416","27_389",2,4,4,2,5,4,5,2,3,2,2,5,2,5,3,5
"S4-6-Fo",0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,1,0,389676,5837221,0,"2016_17",389676,5837221,2009,7,300.119,0.096647,0.88,931.257,-0.995319,3.22558,58.2439,9.59471,8.01583,40.0343,438.639,21.2164,1.19503,20.0213,4.7831,14.9316,14.9316,4.18092,1730.33,233.236,62.568,35.9591,625.301,242.91,242.91,619.933,54.0945,14.9607,1.43121,3.19465,9.80848,25.0341,36.4718,0.497653,0.122197,0.0438,0.048467,0.063835,0.035748,0.026686,0.02674,0.026269,0.019701,0.02184,0.031799,0.021706,14.5742,0.480717,11.3539,149.065,58.7551,3.73847,11.7516,0.552618,0,13.1291,8.1175,9.95,188,19.3731,2.5,1.625,4.125,6.25,19,2.25,1.25,1,8,0,9.57463,8.16052,40.4458,439.601,21.2639,1.08747,20.1764,4.75847,14.9233,14.9233,4.15186,1736.17,234.042,62.7752,35.9526,627.181,243.76,243.76,621.725,131,902.801196278,"389_5837","194_2918","129_1945","97_1459","77_1167","64_972","55_833","48_729","43_648","38_583","35_530","32_486","29_449","27_416","25_389",0,4,1,1,5,4,3,5,3,2,4,2,1,4,5,5
"WWP9",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,411522.832496,5836795.86136,0,"2014_16",411556,5836826,1939,6,136.278,-0.371925,12.12,933.247,-0.928263,6.35343,58.8261,10.0505,7.74459,38.9973,434.965,21.5635,1.70513,19.8584,5.28739,15.3303,15.3303,4.6665,1538.08,210.336,56.3834,36.7989,563.163,215.367,215.367,560.687,46.6464,25.673,2.75069,9.96926,30.8819,39.5082,42.8517,0.225468,0.081321,0.047438,0.034011,0.02684,0.045987,0.091635,0.170431,0.197183,0.077129,0.00256,0,0,15.9778,0.571367,9.90575,553.947,45.4734,33.494,21.0966,1.13967,0,55.9217,7.1425,6.8,177,16.1559,3.375,0.25,3.625,29.5,8,2,1.25,1.75,1,1939,10.134,7.70281,38.8937,433.547,21.6275,1.82269,19.8048,5.38476,15.3976,15.3976,4.75762,1537.23,210.273,56.3466,36.821,562.985,215.203,215.203,560.588,132,389.318201429,"411_5836","205_2918","137_1945","102_1459","82_1167","68_972","58_833","51_729","45_648","41_583","37_530","34_486","31_448","29_416","27_389",1,5,4,2,5,4,5,2,3,2,2,5,2,3,3,5
"Cart1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,384803.978303,5836867.94693,0,"2014_16",384781,5836934,2009,7,16.3337,-0.810533,6.36,461.038,-0.585693,7.20697,24.8735,11.9533,9.47023,45.3532,413.298,23.8539,2.97288,20.8811,7.50663,16.9675,16.9675,6.82225,1418.15,176.079,58.5635,30.8587,492.109,214.613,214.613,478.062,47.1288,22.5337,4.89893,13.0821,23.1876,32.5316,38.4345,0.274558,0.055736,0.073446,0.107994,0.110106,0.058098,0.050497,0.039321,0.060809,0.057614,0.063636,0.040557,0.007626,13.079,0.482024,11.0386,166.15,56.2842,5.3572,16.2051,0.717814,0,15.0518,4.6275,21.9,192,22.2291,6.875,1.5,8.375,11.625,1.25,2.25,2,1,1,1993,11.9195,9.47956,45.3676,413.719,23.8251,2.93014,20.895,7.46881,16.9393,16.9393,6.78424,1418.2,175.989,58.6123,30.8171,491.907,214.746,214.746,477.782,121,1286.04412928,"384_5836","192_2918","128_1945","96_1459","76_1167","64_972","54_833","48_729","42_648","38_583","34_530","32_486","29_448","27_416","25_389",0,2,5,4,4,3,3,3,3,5,4,2,1,1,5,5
"S1-25-F",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418456,5837120,1,"2016_17",418456,5837120,1939,7,193.611,0.392515,2.08,973.755,-0.919746,27.3214,27.1587,10.5063,9.33996,43.122,438.644,22.6935,1.03443,21.6591,5.72841,15.8041,15.8041,5.0767,1520.88,208.622,56.9649,36.6253,555.48,214.883,214.883,554.058,52.5197,25.7933,3.1012,6.48943,28.9765,41.7312,46.444,0.231127,0.166326,0.027273,0.019731,0.023846,0.031202,0.041265,0.089402,0.15131,0.145216,0.05866,0.013542,0.001095,17.8897,0.402478,10.2117,597.747,48.9322,30.6229,25.1049,1.10983,0,58.5354,5.4275,5.65,191,15.7883,1.4375,0,1.4375,11.25,3.25,2.75,1,1.25,10,1939,10.4994,9.34958,43.1474,438.815,22.6931,1.02414,21.6689,5.72097,15.7987,15.7987,5.06757,1520.23,208.544,56.9375,36.6342,555.303,214.771,214.771,553.919,133,1980.73345001,"418_5837","209_2918","139_1945","104_1459","83_1167","69_972","59_833","52_729","46_648","41_583","38_530","34_486","32_449","29_416","27_389",3,5,5,1,1,4,5,4,4,5,2,1,2,1,3,5
"S1-94-F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445133.839723,5836690.18852,0,"2016_17",445134,5836690,2007,7,192.918,-0.286327,3.72,1069.02,-0.958132,18.1898,36.7218,8.89662,8.55691,41.1938,443.045,20.6163,-0.155658,20.7719,4.08912,14.3334,14.3334,3.48156,1579.23,205.062,65.6305,32.5278,543.843,239.909,239.909,532.815,36.1003,9.59089,1.25505,2.43663,6.21158,15.1875,23.635,0.532412,0.192129,0.053405,0.046308,0.0342,0.038695,0.045435,0.039223,0.015572,0.002476,0.000144,0,0,9.2742,0.447468,10.5207,31.7671,38.8536,1.73035,2.04159,0,0,3.01949,7.6375,9.05,285,15.6905,2.125,4.4375,6.5625,2.25,14,3,1.5,1,1,2007,8.91354,8.59604,41.3121,442.878,20.6518,-0.155723,20.8076,4.02112,14.3484,14.3484,3.50128,1577.89,204.886,65.5954,32.5212,543.371,239.729,239.729,532.407,111,2955.66455793,"445_5836","222_2918","148_1945","111_1459","89_1167","74_972","63_833","55_729","49_648","44_583","40_530","37_486","34_448","31_416","29_389",0,4,3,3,4,4,1,2,4,3,1,1,3,2,1,4
"S4-10-Fi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390577,5837164,0,"2016_17",390577,5837164,2009,7,255.059,-0.830855,0,971.15,-0.556488,6.90572,32.9691,9.56522,7.78811,39.3469,437.916,21.0854,1.29412,19.7913,4.75112,14.8936,14.8936,4.15751,1751.3,236.455,63.2248,36.0331,632.638,245.668,245.668,627.112,57.5792,11.2362,2.20661,3.80284,6.19162,14.2905,30.1816,0.425347,0.376562,0.05717,0.011056,0.007258,0.006029,0.008168,0.008857,0.010942,0.01414,0.020407,0.024086,0.01981,12.7834,0.453226,10.5442,85.6895,65.3829,3.55201,4.80279,0,0,8.12667,7.93,21.85,287,12.697,13.5,1.5,15,7,19,3,3,1,8,0,9.51339,7.64611,38.911,437.798,20.97,1.31978,19.6502,4.69422,14.841,14.841,4.10644,1752.06,236.595,63.2427,36.042,632.939,245.749,245.749,627.409,126,902.801196278,"390_5837","195_2918","130_1945","97_1459","78_1167","65_972","55_833","48_729","43_648","39_583","35_530","32_486","30_449","27_416","26_389",0,4,3,2,5,3,2,5,3,2,2,2,1,5,5,1
"WWP10",3,2,2,0,0,0,0,0,0,0,2,0,6,0,0,5,0,0,411758.289212,5836485.81492,1,"2014_16",411734,5836443,1939,7,146.012,0.07182,11.56,915.452,0.997418,9.05613,62.9127,10.1979,7.78828,39.1665,433.389,21.7416,1.85918,19.8824,5.45021,15.4519,15.4519,4.83725,1541.45,210.711,56.57,36.7304,563.926,216.043,216.043,561.249,45.3553,22.4559,2.77249,9.46192,24.5635,34.2287,39.4684,0.24322,0.083435,0.054904,0.066314,0.075647,0.07744,0.100479,0.139314,0.10836,0.0401,0.007477,0.002056,0.001251,14.1244,0.563136,9.79305,387.248,41.5892,26.0725,17.1234,1.55765,0,39.5432,5.8175,18.4,207,22.2563,4.75,0,4.75,22,5,2,0.75,1,1,1939,10.2506,7.89503,39.48,433.279,21.8621,1.8646,19.9975,5.5057,15.5016,15.5016,4.8879,1539.98,210.568,56.5132,36.7559,563.551,215.79,215.79,560.977,127,389.318201429,"411_5836","205_2918","137_1945","102_1459","82_1167","68_972","58_833","51_729","45_648","41_583","37_530","34_486","31_448","29_416","27_389",7,5,4,2,5,4,5,2,3,2,2,5,2,3,3,5
"S1-38-F",0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,420232,5836243,0,"2016_17",420232,5836243,1939,7,43.8989,0.996525,5.8,943.346,-0.0832938,26.9316,9.81574,10.0327,8.19259,40.1244,435.98,21.6418,1.22454,20.4172,5.21382,15.3161,15.3161,4.62774,1613.11,221.603,60.5408,36.2582,584.302,229.101,229.101,579.929,45.3063,20.0171,2.24991,8.54932,20.9292,30.1965,36.5094,0.328814,0.066038,0.059962,0.063831,0.055625,0.072435,0.097116,0.116814,0.089684,0.041739,0.007964,0,0,13.3037,0.432725,10.3631,454.757,47.3472,20.0729,19.2164,0.000160539,0,43.8823,6.95,21.65,217,22.7784,4,0,4,21.5,5.75,2,1.75,1,1,1939,10.1274,8.2555,40.3265,435.335,21.7674,1.29578,20.4716,5.31857,15.4024,15.4024,4.7285,1609.25,221.171,60.3772,36.3003,583.296,228.434,228.434,579.143,137,1031.87256965,"420_5836","210_2918","140_1945","105_1459","84_1167","70_972","60_833","52_729","46_648","42_583","38_530","35_486","32_448","30_416","28_389",3,4,2,2,3,4,2,4,4,5,4,1,2,1,1,4
"S4-2-F",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,391133.345264,5836286.07811,0,"2016_17",391133,5836286,2009,7,314.116,0.999075,0,1161.2,-0.0430106,21.6182,7.14247,8.88143,6.63773,35.466,442.192,19.8296,1.11854,18.711,3.96696,14.249,14.249,3.41722,1767.26,238.378,63.9121,35.9121,637.044,248.37,248.37,630.826,40.1799,8.03717,1.25376,2.13483,3.54033,9.69428,25.0313,0.721362,0.079538,0.012157,0.018084,0.030322,0.048908,0.054399,0.030786,0.004443,0,0,0,0,10.0859,0.527335,0,0,0,0,0,0,0,0,8.945,1.05,152,14.9488,13.25,0,13.25,4.5,27,2.75,0,0,8,0,8.95316,6.81266,36.0779,442.542,19.986,1.10282,18.8832,4.04314,14.3243,14.3243,3.48499,1766.77,238.328,63.8856,35.9206,636.941,248.269,248.269,630.773,136,1013.6875044,"391_5836","195_2918","130_1945","97_1459","78_1167","65_972","55_833","48_729","43_648","39_583","35_530","32_486","30_448","27_416","26_389",0,5,3,2,5,3,2,5,3,2,2,2,1,2,5,1
"S1-45-T",1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,441371.809194,5836610.07811,0,"2016_17",441372,5836610,1939,7,237.429,0.236271,7.92,1095.97,-0.971687,17.8847,12.8636,9.25921,7.61069,38.6081,434.385,20.5135,0.804352,19.7091,4.41034,14.5497,14.5497,3.88232,1471.86,194.769,61.3112,33.3504,516.707,221.174,221.174,512.889,34.8649,19.4162,1.69559,9.1726,23.6974,28.158,30.9105,0.262061,0.039785,0.059697,0.052362,0.132639,0.220418,0.166868,0.061858,0.004307,0,3e-06,0,0,11.2564,0.441036,9.51588,235.7,36.339,17.2761,15.0817,0.292838,0,24.7691,4.0875,48.8,260,30.4967,2.25,0.625,2.875,31.5,3,2.25,1.25,1.75,1,1976,9.24729,7.44493,38.1218,433.429,20.4173,0.887972,19.5293,4.40157,14.5265,14.5265,3.87995,1472.67,194.792,61.3623,33.322,516.788,221.37,221.37,512.865,114,2658.41653452,"441_5836","220_2918","147_1945","110_1459","88_1167","73_972","63_833","55_729","49_648","44_583","40_530","36_486","33_448","31_416","29_389",5,4,2,4,1,1,5,2,4,3,1,1,2,5,1,4
"S4-3-Fo",0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,391748,5835480,0,"2016_17",391748,5835480,2009,7,211.008,-0.867376,0,1218.13,-0.497653,9.18853,13.1211,8.65032,5.89366,32.5528,444.005,19.1625,1.06034,18.1022,3.68238,14.0269,14.0269,3.19328,1768.45,238.367,64.0458,35.8266,636.842,248.853,248.853,630.137,32.6337,11.6354,1.3131,3.52118,10.1884,18.4112,24.6369,0.513894,0.128069,0.015102,0.034283,0.072216,0.105801,0.101846,0.028392,0.000394,0,5e-06,0,0,9.6041,0.491236,11.7497,172.203,37.9116,4.71323,3.77608,0.233966,0,14.6559,7.2275,8.75,165,17.5077,0,1.125,1.125,16,16,2,1.5,1.25,8,0,8.62041,5.80059,32.2137,443.807,19.0887,1.08212,18.0066,3.65006,13.9948,13.9948,3.16522,1768.11,238.355,64.0232,35.8373,636.802,248.769,248.769,630.131,134,1013.6875044,"391_5835","195_2917","130_1945","97_1458","78_1167","65_972","55_833","48_729","43_648","39_583","35_530","32_486","30_448","27_416","26_389",1,1,2,2,1,3,2,5,3,2,2,2,1,2,5,1
